,Aleph system number (001),Carrier type term (338 $a),Chronological subdivision - 1 (650 $y),Chronological subdivision - 2 (650 $y),Chronological subdivision - 3 (650 $y),Chronological subdivision - 4 (650 $y),Chronological subdivision - 5 (650 $y),Chronological subdivision - 6 (650 $y),Chronological subdivision - 7 (650 $y),Content type term (336 $a),Corporate name or jurisdiction name as entry element (710 $a),Country (008/15-17),Date of manufacture (264 $c),Date/Time of an Event (033 $a),Devised title (245 $a),Extent (300 $a),Form of item (008/23),Geographic subdivision - 1 (650 $z),Geographic subdivision - 2 (650 $z),Geographic subdivision - 3 (650 $z),Geographic subdivision - 4 (650 $z),Geographic subdivision - 5 (650 $z),Geographic subdivision - 6 (650 $z),Geographic subdivision - 7 (650 $z),Language (008/35-37),Link text (856 $y),Manufacturer (264 $b),Media type term (337 $a),Other title - 1 (246 $a),Other title - 10 (246 $a),Other title - 11 (246 $a),Other title - 12 (246 $a),Other title - 13 (246 $a),Other title - 2 (246 $a),Other title - 3 (246 $a),Other title - 4 (246 $a),Other title - 5 (246 $a),Other title - 6 (246 $a),Other title - 7 (246 $a),Other title - 8 (246 $a),Other title - 9 (246 $a),Place of manufacture (264 $a),Relator term (710 $e),Source (336 $2),Source (337 $2),Source (338 $2),Title statement of original (534 $t),Topical term or geographic name entry element - 1 (650 $a),Topical term or geographic name entry element - 2 (650 $a),Topical term or geographic name entry element - 3 (650 $a),Topical term or geographic name entry element - 4 (650 $a),Topical term or geographic name entry element - 5 (650 $a),Topical term or geographic name entry element - 6 (650 $a),Topical term or geographic name entry element - 7 (650 $a)
333,,online resource,1834.0,,,,,,,text,British Library Playbills Project,enk,[2018],1850,[Miscellaneous Plymouth theatres playbill for Man & the Tiger; Brigand; The Brigand; Inkle & Yarico],1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,Man & the Tiger,,,,,Brigand,The Brigand,Inkle & Yarico,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Man & the Tiger; Brigand; The Brigand; Inkle & Yarico],Drama,,,,,,
334,,online resource,1847.0,,,,,,,text,British Library Playbills Project,enk,[2018],1866,"[Miscellaneous Plymouth theatres playbill for Jenny Lind at Last Or, the Swedish Nightingale; Children in the Wood; Cherry & Fair Star Or, the Children of Cyprus and the Golden Galley]",1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,"Jenny Lind at Last Or, the Swedish Nightingale",,,,,Children in the Wood,"Cherry & Fair Star Or, the Children of Cyprus and the Golden Galley",,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Jenny Lind at Last Or, the Swedish Nightingale; Children in the Wood; Cherry & Fair Star Or, the Children of Cyprus and the Golden Galley]",Fairy Spectacle,,,,,,
335,,online resource,1835.0,1835.0,,,,,,text,British Library Playbills Project,enk,[2018],1863,"[Miscellaneous Plymouth theatres playbill for Turn Out; The Rivals: Or, a Trip to Bath]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Turn Out,,,,,"The Rivals: Or, a Trip to Bath",,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Turn Out; The Rivals: Or, a Trip to Bath]",Farce,Comedy,,,,,
336,,online resource,1836.0,1836.0,,,,,,text,British Library Playbills Project,enk,[2018],1845,[Miscellaneous Plymouth theatres playbill for Clari: Or the Maid of Milan; The King's Fool! Or the Old Man's Curse],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Clari: Or the Maid of Milan,,,,,The King's Fool! Or the Old Man's Curse,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Clari: Or the Maid of Milan; The King's Fool! Or the Old Man's Curse],Drama,Drama,,,,,
337,,online resource,1835.0,1835.0,1835.0,,,,,text,British Library Playbills Project,enk,[2018],1865,"[Miscellaneous Plymouth theatres playbill for Is He Jealous; Esmeralda!! Or the Deformed of Notre Dame; Castle D'alvano, or the Hunter of the Alps]",1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,Is He Jealous,,,,,Esmeralda!! Or the Deformed of Notre Dame,"Castle D'alvano, or the Hunter of the Alps",,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Is He Jealous; Esmeralda!! Or the Deformed of Notre Dame; Castle D'alvano, or the Hunter of the Alps]",Drama,Laughable Interlude,Piece,,,,
338,,online resource,1846.0,1846.0,,,,,,text,British Library Playbills Project,enk,[2018],1882,[Miscellaneous Plymouth theatres playbill for Lady of Lyons; Did You Ever Send Your Wife to Devonport],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Lady of Lyons,,,,,Did You Ever Send Your Wife to Devonport,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Lady of Lyons; Did You Ever Send Your Wife to Devonport],Play,Farce,,,,,
339,,online resource,,,,,,,,text,British Library Playbills Project,enk,[2018],1874,[Miscellaneous Plymouth theatres playbill for Raising the Wind; The Stranger],1 online resource,s,,,,,,,,eng,digitised sheet,[British Library],computer,Raising the Wind,,,,,The Stranger,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Raising the Wind; The Stranger],,,,,,,
340,,online resource,1852.0,1852.0,1852.0,1852.0,1852.0,1852.0,,text,British Library Playbills Project,enk,[2018],1872,"[Miscellaneous Plymouth theatres playbill for Son and Stranger; Masaniello; The Wife; Masaniello, the Fisherman of Naples; Uncle Tom's Cabin; Uncle Tom's Cabin; Joan O]",1 online resource,s,Plymouth,Plymouth,Plymouth,Plymouth,Plymouth,Plymouth,,eng,digitised sheet,[British Library],computer,Son and Stranger,,,,,Masaniello,The Wife,"Masaniello, the Fisherman of Naples",Uncle Tom's Cabin,Uncle Tom's Cabin,Joan O,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Son and Stranger; Masaniello; The Wife; Masaniello, the Fisherman of Naples; Uncle Tom's Cabin; Uncle Tom's Cabin; Joan O]",Opera,Opera,Drama,Opera,Play,Play,
341,,online resource,1836.0,1836.0,,,,,,text,British Library Playbills Project,enk,[2018],1853,[Miscellaneous Plymouth theatres playbill for Jewess; Green Eyed Monster],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Jewess,,,,,Green Eyed Monster,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Jewess; Green Eyed Monster],Musical Entertainment,Historical Drama,,,,,
342,,online resource,1836.0,1836.0,1836.0,1836.0,1836.0,,,text,British Library Playbills Project,enk,[2018],1861,"[Miscellaneous Plymouth theatres playbill for Poor Gentleman; The Jewess; Highland Reel; Love, Law, and Physic; The School for Scandal]",1 online resource,s,Plymouth,Plymouth,Plymouth,Plymouth,Plymouth,,,eng,digitised sheet,[British Library],computer,Poor Gentleman,,,,,The Jewess,Highland Reel,"Love, Law, and Physic",The School for Scandal,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Poor Gentleman; The Jewess; Highland Reel; Love, Law, and Physic; The School for Scandal]",Farce,Comedy,Comedy,Drama,Musical Entertainment,,
343,,online resource,1836.0,1836.0,1836.0,,,,,text,British Library Playbills Project,enk,[2018],1859,"[Miscellaneous Plymouth theatres playbill for Spectre Bridegroom; Wedding Day; Vol-Au-Vent Or, a Night's Adventures]",1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,Spectre Bridegroom,,,,,Wedding Day,"Vol-Au-Vent Or, a Night's Adventures",,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Spectre Bridegroom; Wedding Day; Vol-Au-Vent Or, a Night's Adventures]",Farce,Ballet Pantomime,Piece,,,,
344,,online resource,1836.0,1836.0,1836.0,1836.0,1836.0,,,text,British Library Playbills Project,enk,[2018],1861,"[Miscellaneous Plymouth theatres playbill for Bath Road; Tight Rope; Italian Brigands; A Day After the Wedding; Pongo: Or the Brazilian Ape; Venetian Carnival Or, Polichinel in Good Humour]",1 online resource,s,Plymouth,Plymouth,Plymouth,Plymouth,Plymouth,,,eng,digitised sheet,[British Library],computer,Bath Road,,,,,Tight Rope,Italian Brigands,A Day After the Wedding,Pongo: Or the Brazilian Ape,"Venetian Carnival Or, Polichinel in Good Humour",,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Bath Road; Tight Rope; Italian Brigands; A Day After the Wedding; Pongo: Or the Brazilian Ape; Venetian Carnival Or, Polichinel in Good Humour]",Interlude,Tableaux Vivants,Dramatic Pantomime,Piece,Pantomimic Melange,,
345,,online resource,1836.0,,,,,,,text,British Library Playbills Project,enk,[2018],1842,[Miscellaneous Plymouth theatres playbill for The Mountaineers or Love and Madness; Masaniello!! Or the Dumb Girl of Portici],1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,The Mountaineers or Love and Madness,,,,,Masaniello!! Or the Dumb Girl of Portici,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Mountaineers or Love and Madness; Masaniello!! Or the Dumb Girl of Portici],Play,,,,,,
346,,online resource,1846.0,1846.0,1846.0,1846.0,1846.0,,,text,British Library Playbills Project,enk,[2018],1859,[Miscellaneous Plymouth theatres playbill for My Fellow Clerk; Nathalie; Divertisement; Rule a Wife and Have a Wife; La Sylphide],1 online resource,s,Plymouth,Plymouth,Plymouth,Plymouth,Plymouth,,,eng,digitised sheet,[British Library],computer,My Fellow Clerk,,,,,Nathalie,Divertisement,Rule a Wife and Have a Wife,La Sylphide,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for My Fellow Clerk; Nathalie; Divertisement; Rule a Wife and Have a Wife; La Sylphide],Comedy,Farce,Grand Ballet,Divertisement,Divertisement,,
347,,online resource,1837.0,1837.0,,,,,,text,British Library Playbills Project,enk,[2018],1853,[Miscellaneous Plymouth theatres playbill for The Married Rake; The School for Scandal],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,The Married Rake,,,,,The School for Scandal,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Married Rake; The School for Scandal],Farce,Comedy,,,,,
348,,online resource,1838.0,1838.0,,,,,,text,British Library Playbills Project,enk,[2018],1848,"[Miscellaneous Plymouth theatres playbill for Man About Town; Mayor of Garratt; My Fellow Clerk Or, Truth Will Out]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Man About Town,,,,,Mayor of Garratt,"My Fellow Clerk Or, Truth Will Out",,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Man About Town; Mayor of Garratt; My Fellow Clerk Or, Truth Will Out]",Farce,Piece,,,,,
349,,online resource,1836.0,1836.0,,,,,,text,British Library Playbills Project,enk,[2018],1846,"[Miscellaneous Plymouth theatres playbill for Children in the Wood; Coriolanus!!! Or, the Roman Matron]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Children in the Wood,,,,,"Coriolanus!!! Or, the Roman Matron",,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Children in the Wood; Coriolanus!!! Or, the Roman Matron]",Historical Play,Musical Entertainment,,,,,
350,,online resource,,,,,,,,text,British Library Playbills Project,enk,[2018],1865,[Miscellaneous Plymouth theatres playbill for American Vocalist Mr. Henry Russell],1 online resource,s,,,,,,,,eng,digitised sheet,[British Library],computer,American Vocalist Mr. Henry Russell,,,,,,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for American Vocalist Mr. Henry Russell],,,,,,,
351,,online resource,1846.0,1846.0,,,,,,text,British Library Playbills Project,enk,[2018],1874,"[Miscellaneous Plymouth theatres playbill for Slave; Or, the Blessings of Liberty; The Hunter's Bride; Or, the Rose of Altenheim]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,"Slave; Or, the Blessings of Liberty",,,,,"The Hunter's Bride; Or, the Rose of Altenheim",,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Slave; Or, the Blessings of Liberty; The Hunter's Bride; Or, the Rose of Altenheim]",Comic Opera,Operetta,,,,,
352,,online resource,1836.0,1836.0,1836.0,1836.0,,,,text,British Library Playbills Project,enk,[2018],1856,[Miscellaneous Plymouth theatres playbill for Othello Travestie ; Wedding Gown ; High Notions; Othello Travestie ],1 online resource,s,Plymouth,Plymouth,Plymouth,Plymouth,,,,eng,digitised sheet,[British Library],computer,Othello Travestie ,,,,,Wedding Gown ,High Notions,Othello Travestie ,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Othello Travestie ; Wedding Gown ; High Notions; Othello Travestie ],Petite Comedy,Farce,Burlesque Burletta,Burletta,,,
353,,online resource,1850.0,1850.0,1850.0,,,,,text,British Library Playbills Project,enk,[2018],1871,"[Miscellaneous Plymouth theatres playbill for Revenge; Or, the Captive Moor; Virginian Mummy; Idiot Witness Or, the Solitary of the Heath]",1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,"Revenge; Or, the Captive Moor",,,,,Virginian Mummy,"Idiot Witness Or, the Solitary of the Heath",,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Revenge; Or, the Captive Moor; Virginian Mummy; Idiot Witness Or, the Solitary of the Heath]",Classical Tragedy,Farce,Drama,,,,
354,,online resource,1846.0,1846.0,,,,,,text,British Library Playbills Project,enk,[2018],1875,"[Miscellaneous Plymouth theatres playbill for The Seven Clerks Or, the Three Thieves and the Denouncer; Professor Hemmings and His Infant Sons; Love in Livery; Professor Hemmings, and His Two Sons]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,"The Seven Clerks Or, the Three Thieves and the Denouncer",,,,,Professor Hemmings and His Infant Sons,Love in Livery,"Professor Hemmings, and His Two Sons",,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for The Seven Clerks Or, the Three Thieves and the Denouncer; Professor Hemmings and His Infant Sons; Love in Livery; Professor Hemmings, and His Two Sons]",Farce,Romantic Drama,,,,,
355,,online resource,1836.0,1836.0,,,,,,text,British Library Playbills Project,enk,[2018],1872,[Miscellaneous Plymouth theatres playbill for William Tell ; The Wife a Tale of Mantua],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,William Tell ,,,,,The Wife a Tale of Mantua,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for William Tell ; The Wife a Tale of Mantua],Play,Play,,,,,
356,,online resource,1834.0,1834.0,1834.0,,,,,text,British Library Playbills Project,enk,[2018],1841,[Miscellaneous Plymouth theatres playbill for Irish Tutor; Animal Magnetism ; How to Die for Love],1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,Irish Tutor,,,,,Animal Magnetism ,How to Die for Love,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Irish Tutor; Animal Magnetism ; How to Die for Love],Play,Farce,Comic Farce,,,,
357,,online resource,1836.0,1836.0,1836.0,,,,,text,British Library Playbills Project,enk,[2018],1842,[Miscellaneous Plymouth theatres playbill for Bath Road; The Surrender of Calais ; No],1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,Bath Road,,,,,The Surrender of Calais ,No,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Bath Road; The Surrender of Calais ; No],Interlude,Play,Farce,,,,
358,,online resource,1834.0,1834.0,,,,,,text,British Library Playbills Project,enk,[2018],1854,"[Miscellaneous Plymouth theatres playbill for No Song No Supper; William Tell: Or, the Swiss Patriot]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,No Song No Supper,,,,,"William Tell: Or, the Swiss Patriot",,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for No Song No Supper; William Tell: Or, the Swiss Patriot]",Play,Musical Entertainment,,,,,
359,,online resource,1836.0,1836.0,,,,,,text,British Library Playbills Project,enk,[2018],1860,[Miscellaneous Plymouth theatres playbill for The Wrecker's Daughter],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,The Wrecker's Daughter,,,,,,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Wrecker's Daughter],Play,Farce,,,,,
360,,online resource,1835.0,1835.0,,,,,,text,British Library Playbills Project,enk,[2018],1854,[Miscellaneous Plymouth theatres playbill for Pizarro: Or the Spaniards in Peru; Esmeralda!! Or the Deformed of Notre Dame],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Pizarro: Or the Spaniards in Peru,,,,,Esmeralda!! Or the Deformed of Notre Dame,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Pizarro: Or the Spaniards in Peru; Esmeralda!! Or the Deformed of Notre Dame],Play,Drama,,,,,
361,,online resource,1845.0,1845.0,,,,,,text,British Library Playbills Project,enk,[2018],1864,[Miscellaneous Plymouth theatres playbill for Double Bedded Room; Time Works Wonders],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Double Bedded Room,,,,,Time Works Wonders,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Double Bedded Room; Time Works Wonders],Comedy,Farce,,,,,
362,,online resource,1837.0,1837.0,1837.0,1837.0,,,,text,British Library Playbills Project,enk,[2018],1862,[Miscellaneous Plymouth theatres playbill for High Notions; Is She a Woman; The Wedding Day; The Married Rake],1 online resource,s,Plymouth,Plymouth,Plymouth,Plymouth,,,,eng,digitised sheet,[British Library],computer,High Notions,,,,,Is She a Woman,The Wedding Day,The Married Rake,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for High Notions; Is She a Woman; The Wedding Day; The Married Rake],Farce,Farce,Petite Comedy,Petite Comedy,,,
363,,online resource,1836.0,1836.0,1836.0,,,,,text,British Library Playbills Project,enk,[2018],1861,[Miscellaneous Plymouth theatres playbill for The Wrecker's Daughter; The Wrecker's Daughter; Othello Travestie],1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,The Wrecker's Daughter,,,,,The Wrecker's Daughter,Othello Travestie,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Wrecker's Daughter; The Wrecker's Daughter; Othello Travestie],Play,Play,Burlesque Burletta,,,,
364,,online resource,1843.0,1843.0,,,,,,text,British Library Playbills Project,enk,[2018],1856,[Miscellaneous Plymouth theatres playbill for The Boots at the Swan],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,The Boots at the Swan,,,,,,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Boots at the Swan],Farce,Melo-Dramatic Spectacle,,,,,
365,,online resource,1837.0,1837.0,,,,,,text,British Library Playbills Project,enk,[2018],1852,[Miscellaneous Plymouth theatres playbill for Barber of Seville],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Barber of Seville,,,,,,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Barber of Seville],Opera,Musical Entertainment,,,,,
366,,online resource,1837.0,1837.0,1837.0,,,,,text,British Library Playbills Project,enk,[2018],1868,"[Miscellaneous Plymouth theatres playbill for Secret Service; Dominique Or, the Devil and the Deserter]",1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,Secret Service,,,,,"Dominique Or, the Devil and the Deserter",,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Secret Service; Dominique Or, the Devil and the Deserter]",Drama,Comedy,Drama,,,,
367,,online resource,1835.0,1835.0,1835.0,,,,,text,British Library Playbills Project,enk,[2018],1869,[Miscellaneous Plymouth theatres playbill for The Irish Tutor; The Lottery Ticket; The King's Fool! Or the Old Man's Curse],1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,The Irish Tutor,,,,,The Lottery Ticket,The King's Fool! Or the Old Man's Curse,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Irish Tutor; The Lottery Ticket; The King's Fool! Or the Old Man's Curse],Comic Farce,Drama,Laughable Piece,,,,
